"Submission ID","Respondent ID","Submitted at","Czy orientujesz się w tematach Sztucznej Inteligencji lub uczenia maszynowego?
","Czy widzisz potrzebę wyjaśniania ludziom decyzji systemów Sztucznej Inteligencji?","Czy wiesz czym są kontrfakty (ang. counterfactuals)?","
Czy spotkałeś się z kontrfaktami lub scenariuszami ""what if"" w systemach AI?
","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje dotyczące diagnozy medycznej)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje finansowe dotyczące pożyczek/kredytów)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Zatrudnianie i rekrutacja)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje prawne/sądowe)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Rekomendacje produktów)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Badania naukowe)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Strategia biznesowa)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Inne)","Inne:","1. Jak bardzo kontrfakt jest podobny do oryginału?","1. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","2. Jak bardzo kontrfakt jest podobny do oryginału?","2. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","3. Jak bardzo kontrfakt jest podobny do oryginału?","3. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","4. Jak bardzo kontrfakt jest podobny do oryginału?","4. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","5. Jak bardzo kontrfakt jest podobny do oryginału?","5. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","6. Jak bardzo kontrfakt jest podobny do oryginału?","6. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","7. Jak bardzo kontrfakt jest podobny do oryginału?","7. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","8. Jak bardzo kontrfakt jest podobny do oryginału?","8. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","9. Jak bardzo kontrfakt jest podobny do oryginału?","9. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","10. Jak bardzo kontrfakt jest podobny do oryginału?","10. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","11. Jak bardzo kontrfakt jest podobny do oryginału?","11. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","12. Jak bardzo kontrfakt jest podobny do oryginału?","12. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","13. Jak bardzo kontrfakt jest podobny do oryginału?","13. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","14. Jak bardzo kontrfakt jest podobny do oryginału?","14. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","15. Jak bardzo kontrfakt jest podobny do oryginału?","15. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","16. Jak bardzo kontrfakt jest podobny do oryginału?","16. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","17. Jak bardzo kontrfakt jest podobny do oryginału?","17. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","Ułóż kontrfakty od najbardziej do najmniej przydatnego","Ułóż kontrfakty od najbardziej do najmniej przydatnego (2)","18. Jak bardzo kontrfakt jest podobny do oryginału?","18. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","19. Jak bardzo kontrfakt jest podobny do oryginału?","19. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","20. Jak bardzo kontrfakt jest podobny do oryginału?","20. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","21. Jak bardzo kontrfakt jest podobny do oryginału?","21. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","22. Jak bardzo kontrfakt jest podobny do oryginału?","22. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","23. Jak bardzo kontrfakt jest podobny do oryginału?","23. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","24. Jak bardzo kontrfakt jest podobny do oryginału?","24. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 8?","25. Jak bardzo kontrfakt jest podobny do oryginału?","25. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 5?","26. Jak bardzo kontrfakt jest podobny do oryginału?","26. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","27. Jak bardzo kontrfakt jest podobny do oryginału?","27. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","28. Jak bardzo kontrfakt jest podobny do oryginału?","28. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","29. Jak bardzo kontrfakt jest podobny do oryginału?","29. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 3?","30. Jak bardzo kontrfakt jest podobny do oryginału?","30. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 4?","Wiek:","Wykształcenie","Główny obszar pracy/nauki","Inny:"
"ODKKKOk","vGPMLMD","2025-12-09 18:57:34","Nie","Nie","Nie","","","","","","","","","","","","2","3","1","5","3","4","1","3","1","1","4","5","5","4","1","5","5","4","4","4","1","2","4","5","1","5","2","3","1","3","1","2","2","3","Wiek: 56->64, Opłata: 35.50->27.72;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->1.11;","Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->3.70;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->17.43;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->8.50;","2","1","3","1","1","5","3","1","3","1","1","5","1","1","3","1","2","1","1","1","1","1","1","3","1","1","19-26","Szkoła średnia","Nauki społeczne / Psychologia / Prawo",""
"zx445ja","lb6Blq6","2025-12-09 19:16:30","Tak","Nie","Nie","","","","","","","","","","","","2","4","1","5","4","3","2","4","1","2","3","4","4","3","1","4","5","4","3","4","1","2","2","3","1","5","4","3","1","3","1","2","3","4","Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Wiek: 56->64, Opłata: 35.50->27.72;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;","Wiek: 23->3.70;, Wiek: 23->8.50;, Wiek: 23->17.43;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;","3","1","4","1","1","5","4","1","4","1","2","4","1","2","3","1","2","2","1","2","1","1","2","3","1","3","19-26","Szkoła średnia","Nauki społeczne / Psychologia / Prawo",""
"lbXXEQ5","lb6B0RV","2025-12-09 19:27:36","Nie","Tak","Nie","","","","","","","","","","","","1","3","1","5","2","3","1","4","1","3","2","4","4","3","1","5","4","4","4","2","1","3","3","3","1","5","2","3","1","4","1","3","2","4","Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->1.11;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;","Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->3.70;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->8.50;, Wiek: 23->17.43;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;","1","1","2","1","1","5","4","1","2","1","3","3","1","1","1","1","1","4","1","1","1","1","1","3","1","4","19-26","Licencjat","Nauki społeczne / Psychologia / Prawo",""
"QKppgOG","Y54Pxgd","2025-12-09 20:09:43","Tak","Tak","Nie","","","","","","","","","","","","2","3","1","5","4","2","2","5","1","3","4","5","5","5","2","5","5","5","5","5","1","2","4","5","1","5","4","5","2","5","1","3","4","5","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->1.11;, Wiek: 56->64, Opłata: 35.50->27.72;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;","Wiek: 23->3.70;, Wiek: 23->8.50;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->17.43;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;","3","3","4","4","3","1","5","4","5","5","4","2","1","1","4","1","3","1","4","1","2","1","3","4","2","3","19-26","Licencjat","Nauki społeczne / Psychologia / Prawo","KOGNITYWISTYKA🧠🧠🧠🧠🧠🧠🙀🙀"
"GxaVlap","lb6BZ1N","2025-12-09 21:11:54","Tak","Tak","Tak","Tak, rzadko","Badania naukowe, Decyzje prawne/sądowe","false","false","false","true","false","true","false","false","","2","2","1","5","4","3","3","4","1","2","4","4","5","4","3","5","5","3","4","4","1","3","3","3","1","4","4","4","3","3","2","2","4","4","Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Wiek: 56->64, Opłata: 35.50->27.72;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->1.11;","Wiek: 23->17.43;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->3.70;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->8.50;","3","3","4","4","3","4","4","4","4","4","3","4","2","4","1","4","2","3","1","2","1","1","1","4","1","4","19-26","Licencjat","Nauki społeczne / Psychologia / Prawo",""
"xXE7pzJ","xXJr1Gr","2025-12-09 21:25:15","Tak","Nie","Tak","Tak, rzadko","Decyzje finansowe dotyczące pożyczek/kredytów, Badania naukowe","false","true","false","false","false","true","false","false","","3","3","1","1","4","4","3","3","1","1","5","5","3","3","4","4","5","1","3","3","1","1","1","1","1","4","4","4","1","2","1","1","2","3","Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->1.11;, Wiek: 56->64, Opłata: 35.50->27.72;","Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->17.43;, Wiek: 23->3.70;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->8.50;","1","1","2","2","1","1","3","3","3","3","1","2","1","1","2","2","1","1","1","1","1","1","1","2","1","2","46-65","Szkoła średnia","Inny",""
"VLXal96","VLzGXQJ","2025-12-09 21:38:52","Tak","Tak","Nie","","","","","","","","","","","","2","4","1","5","3","5","1","5","1","4","4","5","5","5","1","5","5","5","4","5","1","4","2","5","1","5","4","5","1","5","1","4","2","5","Wiek: 56->64, Opłata: 35.50->27.72;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;","Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->3.70;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->8.50;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->17.43;","4","1","4","1","1","5","4","1","4","1","4","2","1","1","3","1","3","3","1","1","1","1","5","5","1","4","<19","Szkoła średnia","Uczeń szkolny",""
"xXE72Pr","WO826pP","2025-12-09 21:53:28","Tak","Tak","Nie","","","","","","","","","","","","2","2","1","5","4","3","1","1","1","1","4","4","4","4","1","4","5","3","3","3","1","3","2","3","1","5","2","4","1","5","1","3","4","5","Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->1.11;","Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->17.43;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->8.50;, Wiek: 23->3.70;","2","2","3","1","1","5","4","1","4","1","2","4","1","1","2","1","3","3","2","1","1","1","1","3","1","2","<19","Szkoła podstawowa","Uczeń szkolny",""
"Y5XbYPq","5BZbY7d","2025-12-09 21:59:05","Tak","Tak","Nie","","","","","","","","","","","","3","3","1","5","4","2","3","4","2","2","3","5","5","3","2","5","5","3","4","3","1","4","3","4","1","5","3","4","3","4","1","3","3","5","Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;","Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->3.70;, Wiek: 23->8.50;, Wiek: 23->17.43;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;","3","1","3","1","1","5","4","1","4","1","2","4","1","1","3","1","3","3","2","2","1","1","3","3","1","4","<19","Szkoła średnia","Sztuka / Media / Projektowanie",""
"obYZ7M1","7RNq0Ez","2025-12-09 22:08:08","Nie","Tak","Nie","","","","","","","","","","","","4","3","1","5","4","2","2","4","1","4","5","5","5","1","1","5","5","1","5","1","1","5","5","5","5","5","5","1","3","5","1","3","5","5","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Wiek: 56->64, Opłata: 35.50->27.72;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->1.11;","Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->17.43;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->8.50;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->3.70;","3","1","3","1","1","5","4","1","4","1","4","5","1","1","3","1","2","3","1","1","1","1","3","5","1","1","<19","Szkoła średnia","Uczeń szkolny",":)"
"A7NYq6l","pbDrq6P","2025-12-09 22:09:41","Tak","Tak","Nie","","","","","","","","","","","","4","2","1","4","3","2","4","4","1","3","3","3","5","4","2","4","4","2","3","2","1","4","3","2","1","5","3","4","1","4","1","3","2","5","Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Wiek: 56->64, Opłata: 35.50->27.72;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;","Wiek: 23->17.43;, Wiek: 23->8.50;, Wiek: 23->3.70;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;","3","1","4","1","2","5","4","1","5","1","2","4","1","2","2","1","2","2","1","3","1","1","1","4","1","3","19-26","Licencjat","Inżynieria",""
